plate,letters,numbers,region_code,description,forbidden,advantage,significance,region_name
O383YT790,OYT,383,790,NAG,False,False,0,Moscow Oblast
B800EC82,BEC,800,82,NAG,False,False,0,Republic of Crimea
T900HH199,THH,900,199,NAG,False,False,0,Moscow
E601KP177,EKP,601,177,NAG,False,False,0,Moscow
A085MM77,AMM,085,77,NAG,False,False,0,Moscow
A013PK150,APK,013,150,NAG,False,False,0,Moscow Oblast
B962TK797,BTK,962,797,NAG,False,False,0,Moscow
K787XH799,KXH,787,799,NAG,False,False,0,Moscow
E570TM797,ETM,570,797,NAG,False,False,0,Moscow
M990KM126,MKM,990,126,NAG,False,False,0,Stavropol Krai
E005MH790,EMH,005,790,NAG,False,False,0,Moscow Oblast
K444AO199,KAO,444,199,NAG,False,False,0,Moscow
M749AX977,MAX,749,977,NAG,False,False,0,Moscow
O999XC777,OXC,999,777,NAG,False,False,0,Moscow
O246OK797,OOK,246,797,NAG,False,False,0,Moscow
Y098EH977,YEH,098,977,NAG,False,False,0,Moscow
K009OY77,KOY,009,77,NAG,False,False,0,Moscow
E297EE777,EEE,297,777,NAG,False,False,0,Moscow
A061TT797,ATT,061,797,NAG,False,False,0,Moscow
X002XT177,XXT,002,177,NAG,False,False,0,Moscow
M500EA197,MEA,500,197,NAG,False,False,0,Moscow
M787TB797,MTB,787,797,NAG,False,False,0,Moscow
C127AB550,CAB,127,550,NAG,False,False,0,Moscow Oblast
T777KO24,TKO,777,24,NAG,False,False,0,Krasnoyarsk Krai
Y888PB174,YPB,888,174,NAG,False,False,0,Chelyabinsk Oblast
H272BX550,HBX,272,550,NAG,False,False,0,Moscow Oblast
C076OP790,COP,076,790,NAG,False,False,0,Moscow Oblast
T808YO99,TYO,808,99,NAG,False,False,0,Moscow
B008OP53,BOP,008,53,NAG,False,False,0,Novgorod Oblast
T586YX790,TYX,586,790,NAG,False,False,0,Moscow Oblast
M929AX977,MAX,929,977,NAG,False,False,0,Moscow
E607EE197,EEE,607,197,NAG,False,False,0,Moscow
X663XM799,XXM,663,799,NAG,False,False,0,Moscow
M111YP50,MYP,111,50,NAG,False,False,0,Moscow Oblast
Y502YY150,YYY,502,150,NAG,False,False,0,Moscow Oblast
T616BK797,TBK,616,797,NAG,False,False,0,Moscow
H393AC550,HAC,393,550,NAG,False,False,0,Moscow Oblast
M857AX977,MAX,857,977,NAG,False,False,0,Moscow
K252OE95,KOE,252,95,NAG,False,False,0,Chechen Republic
B366BB774,BBB,366,774,NAG,False,False,0,Chelyabinsk Oblast
K070MC122,KMC,070,122,NAG,False,False,0,Altai Krai
P009MO777,PMO,009,777,NAG,False,False,0,Moscow
A092XY797,AXY,092,797,NAG,False,False,0,Moscow
H700PX69,HPX,700,69,NAG,False,False,0,Tver Oblast
M055KA51,MKA,055,51,NAG,False,False,0,Murmansk Oblast
B006CO777,BCO,006,777,NAG,False,False,0,Moscow
O595AX761,OAX,595,761,NAG,False,False,0,Rostov Oblast
H949AH550,HAH,949,550,NAG,False,False,0,Moscow Oblast
M001OC790,MOC,001,790,NAG,False,False,0,Moscow Oblast
M515OH198,MOH,515,198,NAG,False,False,0,Saint Petersburg
E700HT177,EHT,700,177,NAG,False,False,0,Moscow
O010XO96,OXO,010,96,NAG,False,False,0,Sverdlovsk Oblast
O777TB190,OTB,777,190,NAG,False,False,0,Moscow Oblast
C200CC150,CCC,200,150,NAG,False,False,0,Moscow Oblast
O007XK55,OXK,007,55,NAG,False,False,0,Omsk Oblast
K330OO28,KOO,330,28,NAG,False,False,0,Amur Oblast
X515XO790,XXO,515,790,NAG,False,False,0,Moscow Oblast
A049YE25,AYE,049,25,NAG,False,False,0,Primorsky Krai
M555CX777,MCX,555,777,NAG,False,False,0,Moscow
M737EE797,MEE,737,797,NAG,False,False,0,Moscow
A600AA06,AAA,600,06,NAG,False,False,0,Republic of Ingushetia
E535XK124,EXK,535,124,NAG,False,False,0,Krasnoyarsk Krai
T555EE181,TEE,555,181,NAG,False,False,0,Luhansk People's Republic
B007TT750,BTT,007,750,NAG,False,False,0,Moscow Oblast
Y777CH777,YCH,777,777,NAG,False,False,0,Moscow
X331AY77,XAY,331,77,NAG,False,False,0,Moscow
H555XC199,HXC,555,199,NAG,False,False,0,Moscow
X808YY799,XYY,808,799,NAG,False,False,0,Moscow
H033EA05,HEA,033,05,NAG,False,False,0,Republic of Dagestan
C600OY790,COY,600,790,NAG,False,False,0,Moscow Oblast
B333PP777,BPP,333,777,NAG,False,False,0,Moscow
O666XC750,OXC,666,750,NAG,False,False,0,Moscow Oblast
C002KA89,CKA,002,89,NAG,False,False,0,Yamalo-Nenets Autonomous Okrug
M222MA05,MMA,222,05,NAG,False,False,0,Republic of Dagestan
O808OB08,OOB,808,08,NAG,False,False,0,Republic of Kalmykia
K993CO93,KCO,993,93,NAG,False,False,0,Krasnodar Krai
H007XH177,HXH,007,177,NAG,False,False,0,Moscow
P300YC150,PYC,300,150,NAG,False,False,0,Moscow Oblast
T888EK99,TEK,888,99,NAG,False,False,0,Moscow
A008EY193,AEY,008,193,NAG,False,False,0,Krasnodar Krai
C028AB250,CAB,028,250,NAG,False,False,0,Moscow Oblast
K001AK199,KAK,001,199,NAG,False,False,0,Moscow
M197CK197,MCK,197,197,NAG,False,False,0,Moscow
H111PB199,HPB,111,199,NAG,False,False,0,Moscow
M746AX977,MAX,746,977,NAG,False,False,0,Moscow
E700OO797,EOO,700,797,NAG,False,False,0,Moscow
Y888MK98,YMK,888,98,NAG,False,False,0,Saint Petersburg
B039PT797,BPT,039,797,NAG,False,False,0,Moscow
Y898PY93,YPY,898,93,NAG,False,False,0,Krasnodar Krai
K977BA977,KBA,977,977,NAG,False,False,0,Moscow
O797BB550,OBB,797,550,NAG,False,False,0,Moscow Oblast
Y327YY150,YYY,327,150,NAG,False,False,0,Moscow Oblast
M036AX761,MAX,036,761,NAG,False,False,0,Rostov Oblast
P767EP124,PEP,767,124,NAG,False,False,0,Krasnoyarsk Krai
C444BM750,CBM,444,750,NAG,False,False,0,Moscow Oblast
Y100TY05,YTY,100,05,NAG,False,False,0,Republic of Dagestan
M900PE777,MPE,900,777,NAG,False,False,0,Moscow
K005YT197,KYT,005,197,NAG,False,False,0,Moscow
K272TK797,KTK,272,797,NAG,False,False,0,Moscow
K294OO799,KOO,294,799,NAG,False,False,0,Moscow
X888AH199,XAH,888,199,NAG,False,False,0,Moscow
M333KK750,MKK,333,750,NAG,False,False,0,Moscow Oblast
E421EE777,EEE,421,777,NAG,False,False,0,Moscow
A222YT199,AYT,222,199,NAG,False,False,0,Moscow
P060MA64,PMA,060,64,NAG,False,False,0,Saratov Oblast
P025AA977,PAA,025,977,NAG,False,False,0,Moscow
B320KP177,BKP,320,177,NAG,False,False,0,Moscow
T606XY05,TXY,606,05,NAG,False,False,0,Republic of Dagestan
T700OH797,TOH,700,797,NAG,False,False,0,Moscow
X001XX57,XXX,001,57,NAG,False,False,0,Oryol Oblast
A886AA77,AAA,886,77,Partially Administration of the President plates,0,1,6,Moscow
M936YP77,MYP,936,77,NAG,False,False,0,Moscow
P033MX797,PMX,033,797,NAG,False,False,0,Moscow
E231OO797,EOO,231,797,NAG,False,False,0,Moscow
B014OP761,BOP,014,761,NAG,False,False,0,Rostov Oblast
T444TC199,TTC,444,199,NAG,False,False,0,Moscow
A128MP90,AMP,128,90,NAG,False,False,0,Moscow Oblast
M412CT799,MCT,412,799,NAG,False,False,0,Moscow
A696YE93,AYE,696,93,NAG,False,False,0,Krasnodar Krai
O900OA90,OOA,900,90,NAG,False,False,0,Moscow Oblast
C666MH790,CMH,666,790,NAG,False,False,0,Moscow Oblast
C010PM777,CPM,010,777,NAG,False,False,0,Moscow
E444CE777,ECE,444,777,NAG,False,False,0,Moscow
M787PM123,MPM,787,123,NAG,False,False,0,Krasnodar Krai
P838OE797,POE,838,797,NAG,False,False,0,Moscow
P055AB550,PAB,055,550,NAG,False,False,0,Moscow Oblast
B010YK99,BYK,010,99,NAG,False,False,0,Moscow
Y009AC150,YAC,009,150,NAG,False,False,0,Moscow Oblast
B323OP90,BOP,323,90,NAG,False,False,0,Moscow Oblast
B707AM77,BAM,707,77,NAG,False,False,0,Moscow
B983XA790,BXA,983,790,NAG,False,False,0,Moscow Oblast
C986BY58,CBY,986,58,NAG,False,False,0,Penza Oblast
X283OP797,XOP,283,797,NAG,False,False,0,Moscow
O404CC123,OCC,404,123,NAG,False,False,0,Krasnodar Krai
E222YT71,EYT,222,71,NAG,False,False,0,Tula Oblast
M101BX161,MBX,101,161,NAG,False,False,0,Rostov Oblast
P353TX196,PTX,353,196,NAG,False,False,0,Sverdlovsk Oblast
E555BY774,EBY,555,774,NAG,False,False,0,Chelyabinsk Oblast
Y009XX77,YXX,009,77,NAG,False,False,0,Moscow
C282YY90,CYY,282,90,NAG,False,False,0,Moscow Oblast
H019CK797,HCK,019,797,NAG,False,False,0,Moscow
P333MP77,PMP,333,77,Partially Ministry of Justice plates,0,1,3,Moscow
X159XX197,XXX,159,197,NAG,False,False,0,Moscow
K070CT763,KCT,070,763,NAG,False,False,0,Samara Oblast
K343PT797,KPT,343,797,NAG,False,False,0,Moscow
Y001XO16,YXO,001,16,NAG,False,False,0,Republic of Tatarstan
Y555CO150,YCO,555,150,NAG,False,False,0,Moscow Oblast
Y999OO178,YOO,999,178,NAG,False,False,0,Saint Petersburg
B403YM43,BYM,403,43,NAG,False,False,0,Kirov Oblast
H999EE90,HEE,999,90,NAG,False,False,0,Moscow Oblast
T011CM161,TCM,011,161,NAG,False,False,0,Rostov Oblast
E741OM53,EOM,741,53,NAG,False,False,0,Novgorod Oblast
X803XX99,XXX,803,99,NAG,False,False,0,Moscow
E266EC977,EEC,266,977,NAG,False,False,0,Moscow
T013XB177,TXB,013,177,NAG,False,False,0,Moscow
O117PT797,OPT,117,797,NAG,False,False,0,Moscow
E697EE777,EEE,697,777,NAG,False,False,0,Moscow
K300CP154,KCP,300,154,NAG,False,False,0,Novosibirsk Oblast
H505TH797,HTH,505,797,NAG,False,False,0,Moscow
M999BT190,MBT,999,190,NAG,False,False,0,Moscow Oblast
P800TC193,PTC,800,193,NAG,False,False,0,Krasnodar Krai
C783KP797,CKP,783,797,NAG,False,False,0,Moscow
A186MC186,AMC,186,186,NAG,False,False,0,Khanty-Mansi Autonomous Okrug
C800AO799,CAO,800,799,NAG,False,False,0,Moscow
M888CO97,MCO,888,97,NAG,False,False,0,Moscow
B999YC150,BYC,999,150,NAG,False,False,0,Moscow Oblast
E199KX29,EKX,199,29,NAG,False,False,0,Arkhangelsk Oblast
O555XE177,OXE,555,177,NAG,False,False,0,Moscow
Y042YE790,YYE,042,790,NAG,False,False,0,Moscow Oblast
M020MM13,MMM,020,13,NAG,False,False,0,Republic of Mordovia
T002HB52,THB,002,52,NAG,False,False,0,Nizhny Novgorod Oblast
B593EK09,BEK,593,09,NAG,False,False,0,Karachay-Cherkess Republic
O050HA799,OHA,050,799,NAG,False,False,0,Moscow
X001YK197,XYK,001,197,NAG,False,False,0,Moscow
A825OO977,AOO,825,977,NAG,False,False,0,Moscow
C747AT550,CAT,747,550,NAG,False,False,0,Moscow Oblast
C191XO750,CXO,191,750,NAG,False,False,0,Moscow Oblast
P600OM797,POM,600,797,NAG,False,False,0,Moscow
P046OP797,POP,046,797,NAG,False,False,0,Moscow
Y042AP790,YAP,042,790,NAG,False,False,0,Moscow Oblast
P888HH43,PHH,888,43,NAG,False,False,0,Kirov Oblast
T222HB52,THB,222,52,NAG,False,False,0,Nizhny Novgorod Oblast
X799PP799,XPP,799,799,NAG,False,False,0,Moscow
E200KO797,EKO,200,797,NAG,False,False,0,Moscow
O555EM138,OEM,555,138,NAG,False,False,0,Irkutsk Oblast
C651AP550,CAP,651,550,NAG,False,False,0,Moscow Oblast
A006PC97,APC,006,97,NAG,False,False,0,Moscow
B484CB177,BCB,484,177,NAG,False,False,0,Moscow
Y062HC177,YHC,062,177,NAG,False,False,0,Moscow
O580CX797,OCX,580,797,NAG,False,False,0,Moscow
T199MH199,TMH,199,199,NAG,False,False,0,Moscow
P701PP150,PPP,701,150,NAG,False,False,0,Moscow Oblast
X313PB797,XPB,313,797,NAG,False,False,0,Moscow
C088TC33,CTC,088,33,NAG,False,False,0,Vladimir Oblast
T353BA550,TBA,353,550,NAG,False,False,0,Moscow Oblast
P222EE193,PEE,222,193,NAG,False,False,0,Krasnodar Krai
O696OC196,OOC,696,196,NAG,False,False,0,Sverdlovsk Oblast
A656MP50,AMP,656,50,NAG,False,False,0,Moscow Oblast
X555MY177,XMY,555,177,NAG,False,False,0,Moscow
E229TY797,ETY,229,797,NAG,False,False,0,Moscow
E331CB797,ECB,331,797,NAG,False,False,0,Moscow
A673AA02,AAA,673,02,Partially plates of the republic's government,0,1,5,Republic of Bashkortostan
O085MM790,OMM,085,790,NAG,False,False,0,Moscow Oblast
P515PP99,PPP,515,99,NAG,False,False,0,Moscow
K455KK90,KKK,455,90,NAG,False,False,0,Moscow Oblast
Y333HH150,YHH,333,150,NAG,False,False,0,Moscow Oblast
Y218ME50,YME,218,50,NAG,False,False,0,Moscow Oblast
Y222KH790,YKH,222,790,NAG,False,False,0,Moscow Oblast
A666MP90,AMP,666,90,NAG,False,False,0,Moscow Oblast
P022YY40,PYY,022,40,NAG,False,False,0,Kaluga Oblast
O699TT38,OTT,699,38,NAG,False,False,0,Irkutsk Oblast
A100XX51,AXX,100,51,NAG,False,False,0,Murmansk Oblast
A095OO797,AOO,095,797,NAG,False,False,0,Moscow
C550BA50,CBA,550,50,NAG,False,False,0,Moscow Oblast
T999EM72,TEM,999,72,NAG,False,False,0,Tyumen Oblast
C636KO977,CKO,636,977,NAG,False,False,0,Moscow
Y525AX55,YAX,525,55,NAG,False,False,0,Omsk Oblast
A707BH50,ABH,707,50,NAG,False,False,0,Moscow Oblast
A050TX797,ATX,050,797,NAG,False,False,0,Moscow
E004AB197,EAB,004,197,NAG,False,False,0,Moscow
E777OO97,EOO,777,97,NAG,False,False,0,Moscow
P070BK777,PBK,070,777,NAG,False,False,0,Moscow
K566PC69,KPC,566,69,NAG,False,False,0,Tver Oblast
K009YE177,KYE,009,177,NAG,False,False,0,Moscow
Y123OX97,YOX,123,97,NAG,False,False,0,Moscow
A001KO790,AKO,001,790,NAG,False,False,0,Moscow Oblast
H020KK977,HKK,020,977,NAG,False,False,0,Moscow
H999EX777,HEX,999,777,NAG,False,False,0,Moscow
T515AT550,TAT,515,550,NAG,False,False,0,Moscow Oblast
M103OE797,MOE,103,797,NAG,False,False,0,Moscow
H300MO15,HMO,300,15,NAG,False,False,0,Republic of North Ossetia
M666KM193,MKM,666,193,NAG,False,False,0,Krasnodar Krai
P444CM23,PCM,444,23,NAG,False,False,0,Krasnodar Krai
O362OO13,OOO,362,13,NAG,False,False,0,Republic of Mordovia
A040MX123,AMX,040,123,NAG,False,False,0,Krasnodar Krai
C020CO797,CCO,020,797,NAG,False,False,0,Moscow
K055HH05,KHH,055,05,NAG,False,False,0,Republic of Dagestan
A999PY198,APY,999,198,NAG,False,False,0,Saint Petersburg
H707KE50,HKE,707,50,NAG,False,False,0,Moscow Oblast
K700EM977,KEM,700,977,NAG,False,False,0,Moscow
K318KK197,KKK,318,197,NAG,False,False,0,Moscow
K221HO193,KHO,221,193,NAG,False,False,0,Krasnodar Krai
T003EH60,TEH,003,60,NAG,False,False,0,Pskov Oblast
C664AK550,CAK,664,550,NAG,False,False,0,Moscow Oblast
X888EO47,XEO,888,47,NAG,False,False,0,Leningrad Oblast
B050OX69,BOX,050,69,NAG,False,False,0,Tver Oblast
O824OO77,OOO,824,77,Initially intended for Federal Security Service,0,0,1,Moscow
E770PH97,EPH,770,97,NAG,False,False,0,Moscow
M600KX197,MKX,600,197,NAG,False,False,0,Moscow
H919OE99,HOE,919,99,NAG,False,False,0,Moscow
X004CC01,XCC,004,01,NAG,False,False,0,Republic of Adygea
P888ET199,PET,888,199,NAG,False,False,0,Moscow
K095HA797,KHA,095,797,NAG,False,False,0,Moscow
H383XX799,HXX,383,799,NAG,False,False,0,Moscow
K777AE197,KAE,777,197,NAG,False,False,0,Moscow
P818OP799,POP,818,799,NAG,False,False,0,Moscow
C838AB550,CAB,838,550,NAG,False,False,0,Moscow Oblast
O406OK790,OOK,406,790,NAG,False,False,0,Moscow Oblast
M022MM05,MMM,022,05,NAG,False,False,0,Republic of Dagestan
K077PO77,KPO,077,77,NAG,False,False,0,Moscow
T002BP790,TBP,002,790,NAG,False,False,0,Moscow Oblast
A717CK163,ACK,717,163,NAG,False,False,0,Samara Oblast
O202XA26,OXA,202,26,NAG,False,False,0,Stavropol Krai
Y750YB750,YYB,750,750,NAG,False,False,0,Moscow Oblast
P575PO777,PPO,575,777,NAG,False,False,0,Moscow
X343CX78,XCX,343,78,NAG,False,False,0,Saint Petersburg
H400MX761,HMX,400,761,NAG,False,False,0,Rostov Oblast
O222PY197,OPY,222,197,NAG,False,False,0,Moscow
A333YE123,AYE,333,123,NAG,False,False,0,Krasnodar Krai
Y013CK777,YCK,013,777,NAG,False,False,0,Moscow
E755BY797,EBY,755,797,NAG,False,False,0,Moscow
A012EA977,AEA,012,977,NAG,False,False,0,Moscow
Y222BC193,YBC,222,193,NAG,False,False,0,Krasnodar Krai
K445BB550,KBB,445,550,NAG,False,False,0,Moscow Oblast
M270YB33,MYB,270,33,NAG,False,False,0,Vladimir Oblast
Y381OB797,YOB,381,797,NAG,False,False,0,Moscow
H757XH75,HXH,757,75,NAG,False,False,0,Zabaykalsky Krai
E222HB750,EHB,222,750,NAG,False,False,0,Moscow Oblast
K006HH77,KHH,006,77,NAG,False,False,0,Moscow
O321MC797,OMC,321,797,NAG,False,False,0,Moscow
H696TP797,HTP,696,797,NAG,False,False,0,Moscow
X225CY797,XCY,225,797,NAG,False,False,0,Moscow
E500CX46,ECX,500,46,NAG,False,False,0,Kursk Oblast
A060AA30,AAA,060,30,NAG,False,False,0,Astrakhan Oblast
B063OP197,BOP,063,197,NAG,False,False,0,Moscow
B207CE790,BCE,207,790,NAG,False,False,0,Moscow Oblast
C766TK797,CTK,766,797,NAG,False,False,0,Moscow
M061HE797,MHE,061,797,NAG,False,False,0,Moscow
P595BH136,PBH,595,136,NAG,False,False,0,Voronezh Oblast
X303MY193,XMY,303,193,NAG,False,False,0,Krasnodar Krai
O062PH797,OPH,062,797,NAG,False,False,0,Moscow
X800EC761,XEC,800,761,NAG,False,False,0,Rostov Oblast
T595TX05,TTX,595,05,NAG,False,False,0,Republic of Dagestan
C773TB797,CTB,773,797,NAG,False,False,0,Moscow
A381AA177,AAA,381,177,NAG,False,False,0,Moscow
Y004YY154,YYY,004,154,NAG,False,False,0,Novosibirsk Oblast
C939EP06,CEP,939,06,NAG,False,False,0,Republic of Ingushetia
O555AB78,OAB,555,78,NAG,False,False,0,Saint Petersburg
X053AM95,XAM,053,95,NAG,False,False,0,Chechen Republic
X020MP16,XMP,020,16,NAG,False,False,0,Republic of Tatarstan
P876MH21,PMH,876,21,NAG,False,False,0,Chuvash Republic
Y700PX97,YPX,700,97,NAG,False,False,0,Moscow
O979OO177,OOO,979,177,NAG,False,False,0,Moscow
X015TK797,XTK,015,797,NAG,False,False,0,Moscow
A500BP41,ABP,500,41,NAG,False,False,0,Kamchatka Krai
A540OA77,AOA,540,77,NAG,False,False,0,Moscow
Y444EE97,YEE,444,97,NAG,False,False,0,Moscow
B040CA05,BCA,040,05,NAG,False,False,0,Republic of Dagestan
P223HK797,PHK,223,797,NAG,False,False,0,Moscow
X333TX190,XTX,333,190,NAG,False,False,0,Moscow Oblast
B129BB197,BBB,129,197,NAG,False,False,0,Moscow
H444HH59,HHH,444,59,NAG,False,False,0,Perm Krai
C686CC13,CCC,686,13,NAG,False,False,0,Republic of Mordovia
K143OT790,KOT,143,790,NAG,False,False,0,Moscow Oblast
O026KH26,OKH,026,26,NAG,False,False,0,Stavropol Krai
O300TE99,OTE,300,99,NAG,False,False,0,Moscow
E202TC797,ETC,202,797,NAG,False,False,0,Moscow
A004HX147,AHX,004,147,NAG,False,False,0,Leningrad Oblast
Y997MO123,YMO,997,123,NAG,False,False,0,Krasnodar Krai
B888HE50,BHE,888,50,NAG,False,False,0,Moscow Oblast
A585AO56,AAO,585,56,NAG,False,False,0,Orenburg Oblast
T087HX77,THX,087,77,NAG,False,False,0,Moscow
E750OY750,EOY,750,750,NAG,False,False,0,Moscow Oblast
C800TO797,CTO,800,797,NAG,False,False,0,Moscow
A060YE750,AYE,060,750,NAG,False,False,0,Moscow Oblast
H047OB797,HOB,047,797,NAG,False,False,0,Moscow
B434BB93,BBB,434,93,NAG,False,False,0,Krasnodar Krai
C110AM250,CAM,110,250,NAG,False,False,0,Moscow Oblast
K001TE190,KTE,001,190,NAG,False,False,0,Moscow Oblast
C909KP190,CKP,909,190,NAG,False,False,0,Moscow Oblast
X790XX99,XXX,790,99,NAG,False,False,0,Moscow
M171PE790,MPE,171,790,NAG,False,False,0,Moscow Oblast
A061XE797,AXE,061,797,NAG,False,False,0,Moscow
O192OO199,OOO,192,199,NAG,False,False,0,Moscow
O530OO199,OOO,530,199,NAG,False,False,0,Moscow
X595CA797,XCA,595,797,NAG,False,False,0,Moscow
Y222TA777,YTA,222,777,NAG,False,False,0,Moscow
X008CE177,XCE,008,177,NAG,False,False,0,Moscow
K333MM55,KMM,333,55,NAG,False,False,0,Omsk Oblast
E505CX161,ECX,505,161,NAG,False,False,0,Rostov Oblast
P791EX790,PEX,791,790,NAG,False,False,0,Moscow Oblast
H030TX797,HTX,030,797,NAG,False,False,0,Moscow
B055BA50,BBA,055,50,NAG,False,False,0,Moscow Oblast
B666TM190,BTM,666,190,NAG,False,False,0,Moscow Oblast
A660PC702,APC,660,702,NAG,False,False,0,Republic of Bashkortostan
A390OA797,AOA,390,797,NAG,False,False,0,Moscow
K023KA197,KKA,023,197,NAG,False,False,0,Moscow
E035PO797,EPO,035,797,NAG,False,False,0,Moscow
H323HE799,HHE,323,799,NAG,False,False,0,Moscow
B197YT197,BYT,197,197,NAG,False,False,0,Moscow
P096PH797,PPH,096,797,NAG,False,False,0,Moscow
H888XO190,HXO,888,190,NAG,False,False,0,Moscow Oblast
O085CT797,OCT,085,797,NAG,False,False,0,Moscow
O323YB790,OYB,323,790,NAG,False,False,0,Moscow Oblast
K330BE550,KBE,330,550,NAG,False,False,0,Moscow Oblast
A444OK790,AOK,444,790,NAG,False,False,0,Moscow Oblast
P889AC977,PAC,889,977,NAG,False,False,0,Moscow
E777ME150,EME,777,150,NAG,False,False,0,Moscow Oblast
K200XK77,KXK,200,77,NAG,False,False,0,Moscow
T121TX797,TTX,121,797,NAG,False,False,0,Moscow
H221KT777,HKT,221,777,NAG,False,False,0,Moscow
Y100YE790,YYE,100,790,NAG,False,False,0,Moscow Oblast
M076YP197,MYP,076,197,NAG,False,False,0,Moscow
P026PA126,PPA,026,126,NAG,False,False,0,Stavropol Krai
B088TB797,BTB,088,797,NAG,False,False,0,Moscow
P500EP36,PEP,500,36,NAG,False,False,0,Voronezh Oblast
Y682OE797,YOE,682,797,NAG,False,False,0,Moscow
A990KA197,AKA,990,197,NAG,False,False,0,Moscow
E300AO777,EAO,300,777,NAG,False,False,0,Moscow
C792AK550,CAK,792,550,NAG,False,False,0,Moscow Oblast
B411TY797,BTY,411,797,NAG,False,False,0,Moscow
A598MM77,AMM,598,77,NAG,False,False,0,Moscow
E928BK977,EBK,928,977,NAG,False,False,0,Moscow
P919CK97,PCK,919,97,NAG,False,False,0,Moscow
C003KP97,CKP,003,97,NAG,False,False,0,Moscow
A807EA750,AEA,807,750,NAG,False,False,0,Moscow Oblast
E666PE82,EPE,666,82,NAG,False,False,0,Republic of Crimea
E025EB977,EEB,025,977,NAG,False,False,0,Moscow
P777BB178,PBB,777,178,NAG,False,False,0,Saint Petersburg
M049TO797,MTO,049,797,NAG,False,False,0,Moscow
A005CE199,ACE,005,199,NAG,False,False,0,Moscow
E002EE70,EEE,002,70,NAG,False,False,0,Tomsk Oblast
X887AA977,XAA,887,977,NAG,False,False,0,Moscow
B979BA550,BBA,979,550,NAG,False,False,0,Moscow Oblast
K222YY197,KYY,222,197,NAG,False,False,0,Moscow
K649OC797,KOC,649,797,NAG,False,False,0,Moscow
E005YA86,EYA,005,86,NAG,False,False,0,Khanty-Mansi Autonomous Okrug
P117KH977,PKH,117,977,NAG,False,False,0,Moscow
K017KK50,KKK,017,50,NAG,False,False,0,Moscow Oblast
P040KO977,PKO,040,977,NAG,False,False,0,Moscow
H727OH797,HOH,727,797,NAG,False,False,0,Moscow
X004PM54,XPM,004,54,NAG,False,False,0,Novosibirsk Oblast
T161KB77,TKB,161,77,NAG,False,False,0,Moscow
E626BE777,EBE,626,777,NAG,False,False,0,Moscow
E888CC93,ECC,888,93,NAG,False,False,0,Krasnodar Krai
A007TA750,ATA,007,750,NAG,False,False,0,Moscow Oblast
O567HC750,OHC,567,750,NAG,False,False,0,Moscow Oblast
B707XA199,BXA,707,199,NAG,False,False,0,Moscow
C800KB797,CKB,800,797,NAG,False,False,0,Moscow
P350KB70,PKB,350,70,NAG,False,False,0,Tomsk Oblast
B899BB102,BBB,899,102,NAG,False,False,0,Republic of Bashkortostan
C685KP77,CKP,685,77,NAG,False,False,0,Moscow
C800TE97,CTE,800,97,NAG,False,False,0,Moscow
P545KP790,PKP,545,790,NAG,False,False,0,Moscow Oblast
C802KP199,CKP,802,199,NAG,False,False,0,Moscow
H009HX05,HHX,009,05,NAG,False,False,0,Republic of Dagestan
A097OC797,AOC,097,797,NAG,False,False,0,Moscow
K413KP797,KKP,413,797,NAG,False,False,0,Moscow
X151YX777,XYX,151,777,NAG,False,False,0,Moscow
Y320YY93,YYY,320,93,NAG,False,False,0,Krasnodar Krai
X221MO797,XMO,221,797,NAG,False,False,0,Moscow
P555TO190,PTO,555,190,NAG,False,False,0,Moscow Oblast
T077OO797,TOO,077,797,NAG,False,False,0,Moscow
M100TK197,MTK,100,197,NAG,False,False,0,Moscow
Y729OB797,YOB,729,797,NAG,False,False,0,Moscow
Y007MO36,YMO,007,36,NAG,False,False,0,Voronezh Oblast
X555TY77,XTY,555,77,NAG,False,False,0,Moscow
C800BB98,CBB,800,98,NAG,False,False,0,Saint Petersburg
K494YX790,KYX,494,790,NAG,False,False,0,Moscow Oblast
K122PP799,KPP,122,799,NAG,False,False,0,Moscow
B069XX790,BXX,069,790,NAG,False,False,0,Moscow Oblast
O653HM716,OHM,653,716,NAG,False,False,0,Republic of Tatarstan
E094OY797,EOY,094,797,NAG,False,False,0,Moscow
O929OO190,OOO,929,190,NAG,False,False,0,Moscow Oblast
B505TY797,BTY,505,797,NAG,False,False,0,Moscow
A249MO190,AMO,249,190,NAG,False,False,0,Moscow Oblast
K222OT199,KOT,222,199,NAG,False,False,0,Moscow
K300YT23,KYT,300,23,NAG,False,False,0,Krasnodar Krai
B444XX99,BXX,444,99,NAG,False,False,0,Moscow
B055OP197,BOP,055,197,NAG,False,False,0,Moscow
B214KY977,BKY,214,977,NAG,False,False,0,Moscow
C819MY797,CMY,819,797,NAG,False,False,0,Moscow
E900MH197,EMH,900,197,NAG,False,False,0,Moscow
O210KK977,OKK,210,977,NAG,False,False,0,Moscow
K125KC35,KKC,125,35,NAG,False,False,0,Vologda Oblast
Y002EK777,YEK,002,777,NAG,False,False,0,Moscow
C007OY77,COY,007,77,NAG,False,False,0,Moscow
A612OO177,AOO,612,177,NAG,False,False,0,Moscow
M111EK50,MEK,111,50,NAG,False,False,0,Moscow Oblast
B200TM777,BTM,200,777,NAG,False,False,0,Moscow
Y888KT790,YKT,888,790,NAG,False,False,0,Moscow Oblast
E031OO797,EOO,031,797,NAG,False,False,0,Moscow
X888XK199,XXK,888,199,NAG,False,False,0,Moscow
